Date,Close/Last,Volume,Open,High,Low
02/14/2022,$77.7642,6960777,$77.8528,$78.4083,$76.927
02/11/2022,$77.9494,7455454,$79.7124,$80.6864,$77.4181
02/10/2022,$79.5272,5512914,$79.2052,$81.0487,$78.8913
02/09/2022,$79.8975,6624205,$80.7025,$80.8796,$79.7929
02/08/2022,$79.9458,5158353,$80.4852,$80.9038,$79.3984
02/07/2022,$80.4208,4385658,$79.9941,$80.9762,$79.2938
02/04/2022,$79.7043,6403566,$78.6498,$80.5415,$78.6015
02/03/2022,$79.1489,6213283,$78.207,$79.8251,$77.724
02/02/2022,$78.9235,5561406,$78.6256,$79.3582,$77.41
02/01/2022,$78.851,8149215,$76.4762,$79.2294,$76.275
01/31/2022,$76.0576,7001570,$73.7472,$76.118,$73.2803
01/28/2022,$74.1417,6478640,$71.8877,$74.19,$71.5254
01/27/2022,$72.3707,7804627,$72.4512,$73.876,$70.8975
01/26/2022,$71.9038,10637160,$73.6667,$73.9887,$70.8814
01/25/2022,$73.3447,20951990,$73.3528,$74.351,$71.0826
01/24/2022,$78.0138,9879456,$76.1462,$78.4405,$74.2946
01/21/2022,$77.5227,8077410,$78.6498,$79.173,$77.1685
01/20/2022,$79.0925,5635453,$80.6864,$81.9423,$78.8671
01/19/2022,$81.0004,5698958,$82.6668,$82.9083,$80.8796
01/18/2022,$82.8278,8412995,$82.5621,$83.504,$82.2401
01/14/2022,$83.0451,4380309,$81.8376,$83.1337,$81.2339
01/13/2022,$82.4816,4382511,$82.3448,$83.4396,$81.9503
01/12/2022,$82.3045,4558453,$81.6525,$82.6087,$81.6122
01/11/2022,$81.9423,5673887,$80.7347,$82.4092,$80.4771
01/10/2022,$80.0344,5768666,$81.8859,$82.1113,$79.648
01/07/2022,$81.6283,6248430,$80.3403,$82.3045,$80.3161
01/06/2022,$80.461,4277011,$80.8635,$81.3707,$80.0344
01/05/2022,$79.9941,5894662,$80.2839,$81.9423,$79.9297
01/04/2022,$79.9941,7624083,$79.5192,$80.5415,$78.9637
01/03/2022,$77.4744,4621178,$76.6533,$78.4405,$76.275
12/31/2021,$76.0496,3795703,$76.0737,$76.4521,$75.5907
12/30/2021,$76.2347,3269019,$76.2025,$77.2651,$76.0991
12/29/2021,$76.3072,3490524,$76.4762,$76.8626,$76.0254
12/28/2021,$76.7177,4054839,$76.0174,$77.3456,$75.8644
12/27/2021,$76.1703,3429798,$75.3734,$76.2106,$75.2285
12/23/2021,$75.6712,3885495,$75.1077,$76.1059,$75.1077
12/22/2021,$74.9226,4663916,$74.8018,$75.4378,$74.19
12/21/2021,$74.9145,7617689,$73.0308,$75.4056,$73.0308
12/20/2021,$72.4351,6013175,$72.4512,$72.5317,$70.978
12/17/2021,$73.6184,9069622,$74.4234,$74.9226,$72.5397
12/16/2021,$74.4878,7127357,$74.4798,$75.9449,$74.2222
12/15/2021,$74.1256,7694479,$74.2383,$74.3912,$72.5961
12/14/2021,$74.1497,7260757,$74.6649,$75.7155,$73.8358
12/13/2021,$74.9709,7378550,$77.2571,$77.6032,$74.7213
12/10/2021,$78.046,4276337,$78.9637,$79.342,$77.6435
12/09/2021,$78.7544,4066718,$78.7061,$79.0442,$78.0863
12/08/2021,$79.1167,4756834,$78.529,$79.648,$78.0702
12/07/2021,$78.529,5049030,$77.7642,$79.1569,$77.5227
12/06/2021,$77.2893,6679937,$75.5505,$77.9977,$75.0594
12/03/2021,$74.681,8082765,$76.5809,$76.758,$73.8438
12/02/2021,$76.6614,6094635,$75.8322,$77.1041,$74.7132
12/01/2021,$74.8662,8664983,$77.724,$77.9977,$74.8179
11/30/2021,$76.4682,11409440,$77.7964,$78.4324,$76.0496
11/29/2021,$79.2133,9776599,$79.9136,$80.8474,$77.9494
11/26/2021,$78.7625,8607582,$77.8125,$78.9718,$76.8868
11/24/2021,$82.2965,5572077,$81.9986,$82.3649,$81.5559
11/23/2021,$82.1757,6012850,$81.9342,$82.2804,$81.4271
11/22/2021,$81.3385,6209754,$80.8796,$82.0872,$80.7227
11/19/2021,$80.4691,6605069,$80.3403,$81.097,$79.9378
11/18/2021,$81.0406,8534271,$81.6525,$81.9503,$79.8412
11/17/2021,$82.1033,8307608,$83.4798,$83.6247,$81.6444
11/16/2021,$83.1981,11997730,$85.4521,$85.5004,$82.7714
11/15/2021,$85.8707,6124929,$86.9655,$87.4808,$85.4924
11/12/2021,$86.6113,7625770,$86.4584,$86.885,$85.7017
11/11/2021,$86.1364,5512827,$87.3842,$88.2294,$85.9593
11/10/2021,$87.7142,8692604,$90.564,$90.7089,$87.0299
11/09/2021,$89.5899,25123670,$92.3591,$93.5143,$88.9378
11/08/2021,$87.2795,5174452,$88.0684,$88.801,$87.195
11/05/2021,$87.5371,7602292,$86.08,$88.2697,$86.0156
11/04/2021,$84.6954,4675823,$85.2267,$85.6534,$83.9548
11/03/2021,$85.3072,4111736,$85.4602,$85.6051,$84.3815
11/02/2021,$85.8868,4480827,$85.6051,$86.249,$84.7679
11/01/2021,$85.5165,4887068,$85.1382,$85.9512,$84.7518
10/29/2021,$84.4217,5618692,$84.4861,$84.7196,$83.8179
10/28/2021,$84.7357,5910758,$83.2303,$84.8282,$82.9968
10/27/2021,$83.6006,8984276,$86.8448,$87.1668,$83.4718
10/26/2021,$86.4906,11700980,$85.1382,$89.3323,$84.7035
10/25/2021,$84.7679,6496185,$83.4315,$85.3193,$83.178
10/22/2021,$83.7616,5355045,$82.9566,$84.1279,$82.5542
10/21/2021,$83.0371,7219593,$85.1382,$85.6453,$82.9244
10/20/2021,$85.3314,6107906,$84.3251,$85.3475,$83.6167
10/19/2021,$84.309,4216374,$84.1882,$84.5022,$83.3832
10/18/2021,$83.8179,4145535,$83.4637,$84.1803,$82.9485
10/15/2021,$84.0514,5650266,$83.4396,$85.2509,$83.0693
10/14/2021,$82.707,6140944,$83.029,$83.4396,$82.4092
10/13/2021,$82.4011,7519190,$82.2723,$83.0773,$81.4512
10/12/2021,$82.6909,8549578,$83.3671,$83.7535,$81.7571
10/11/2021,$83.7857,4121833,$84.3976,$85.1382,$83.6972
10/08/2021,$84.301,4273578,$84.8242,$85.5085,$84.2527
10/07/2021,$84.9369,6656476,$84.3976,$85.758,$83.987
10/06/2021,$83.987,7013886,$83.4637,$84.0594,$82.1596
10/05/2021,$84.4459,5737196,$84.5747,$85.3273,$83.5201
10/04/2021,$84.4459,7656188,$84.8484,$86.2008,$84.2043
10/01/2021,$85.1865,8094466,$83.8662,$85.6452,$83.4557
09/30/2021,$82.9405,8946772,$85.6212,$86.2088,$82.8761
09/29/2021,$85.5568,7399248,$85.3314,$86.1364,$84.7741
09/28/2021,$85.114,12551700,$84.7598,$85.9351,$84.3091
09/27/2021,$84.8081,8081525,$84.1641,$85.6001,$84.0353
09/24/2021,$83.5603,6559540,$82.6426,$83.8783,$82.5943
09/23/2021,$82.8841,11601090,$80.1229,$83.7857,$80.1149
09/22/2021,$79.326,11216070,$78.6256,$79.7164,$78.6176
09/21/2021,$77.9413,15788640,$80.4208,$80.4932,$77.4503
09/20/2021,$80.3483,10103810,$79.2938,$80.3926,$78.3036
09/17/2021,$80.8796,10721930,$81.4271,$82.0015,$80.6059
09/16/2021,$81.58,5981928,$82.4253,$82.6747,$81.1614
09/15/2021,$82.2401,8103742,$81.1373,$82.4897,$81.0567
09/14/2021,$80.8072,16022580,$84.156,$84.1641,$80.5598
09/13/2021,$84.0916,12484210,$82.6346,$84.4137,$82.1274
09/10/2021,$82.1113,9563565,$83.1498,$83.6811,$81.9302
09/09/2021,$83.1498,9386479,$82.4011,$84.462,$82.1999
09/08/2021,$82.5782,12001300,$82.8761,$84.309,$80.8394
09/07/2021,$83.1498,10991680,$84.1238,$84.4781,$82.3609
09/03/2021,$84.3251,7617749,$85.3314,$86.4262,$83.7857
09/02/2021,$85.5407,8494837,$83.7213,$85.6051,$83.7052
09/01/2021,$83.4476,7968108,$84.8162,$84.9047,$83.1264
08/31/2021,$84.8564,10990790,$84.4781,$85.6212,$84.0916
08/30/2021,$84.6793,7145665,$85.597,$85.7017,$84.3654
08/27/2021,$85.4038,7770955,$83.6408,$85.4481,$83.6408
08/26/2021,$83.2222,8166535,$84.0916,$84.2204,$82.7875
08/25/2021,$84.2849,7867116,$83.2061,$84.627,$82.5541
08/24/2021,$83.1337,6857682,$81.5398,$83.3269,$81.3546
08/23/2021,$81.2822,6007436,$80.9843,$81.6927,$80.7186
08/20/2021,$80.5415,6356677,$80.1712,$81.0406,$79.7768
08/19/2021,$80.0344,10805750,$80.5013,$81.1614,$79.3743
08/18/2021,$81.6364,6496462,$81.3707,$83.2947,$81.1131
08/17/2021,$81.8054,8177375,$82.546,$83.1337,$80.7911
08/16/2021,$83.1981,6919442,$83.9065,$83.9628,$82.3045
08/13/2021,$84.462,5619902,$85.7339,$85.8305,$84.1882
08/12/2021,$85.75,6400312,$85.4843,$86.3215,$84.7196
08/11/2021,$85.3636,8305138,$85.5004,$85.5004,$83.5764
08/10/2021,$85.3958,8056071,$83.5684,$85.597,$83.0773
08/09/2021,$83.4879,7954709,$83.3671,$83.9386,$82.1355
08/06/2021,$84.1399,10988170,$83.2061,$84.7357,$83.2061
08/05/2021,$82.9324,8130781,$82.9163,$84.2365,$82.5299
08/04/2021,$82.8439,14144330,$81.9584,$83.2786,$81.6766
08/03/2021,$82.9646,14440020,$80.6623,$83.0773,$78.9798
08/02/2021,$80.9843,24885500,$84.1077,$86.3054,$80.8488
07/30/2021,$83.3993,1250000,$84.7518,$85.1382,$83.2061
07/29/2021,$85.589,6784558,$84.945,$86.1686,$84.301
07/28/2021,$84.5586,8571033,$84.6874,$86.8126,$83.9789
07/27/2021,$84.2365,14930538,$85.8466,$86.7482,$82.4333
07/26/2021,$83.2061,6728613,$81.5317,$83.3349,$81.3385
07/23/2021,$81.8537,4722409,$82.4333,$82.9485,$81.3385
07/22/2021,$81.7893,5427873,$84.0433,$84.1077,$81.7893
07/21/2021,$84.2365,8440719,$82.3689,$84.4298,$82.2401
07/20/2021,$81.7893,9390364,$77.3456,$82.0469,$77.2168
07/19/2021,$77.2812,12362151,$78.5049,$78.8269,$76.122
07/16/2021,$80.8233,5695470,$82.4333,$82.8841,$80.6301
07/15/2021,$82.1757,6423854,$81.7249,$83.2061,$80.9521
07/14/2021,$82.4977,5588733,$82.9485,$83.5925,$81.9181
07/13/2021,$83.0129,4926444,$84.301,$84.301,$82.9485
07/12/2021,$84.4298,6969833,$84.1077,$84.5908,$83.0773
07/09/2021,$84.7518,5165288,$83.7857,$84.945,$83.3349
07/08/2021,$82.8841,6727848,$81.9825,$83.3349,$81.2097
07/07/2021,$83.5925,7632564,$82.9485,$84.2043,$82.0469
07/06/2021,$83.2061,8829845,$85.5246,$85.7822,$82.5621
07/02/2021,$86.0398,4149986,$87.199,$87.199,$85.7178
07/01/2021,$86.8126,5836633,$87.4566,$87.7786,$86.0398
06/30/2021,$86.6838,8568975,$84.6874,$87.1024,$84.0433
06/29/2021,$84.301,8649645,$84.1077,$85.2026,$83.4637
06/28/2021,$83.0129,7723448,$84.7518,$84.8162,$82.3689
06/25/2021,$84.7518,4264449,$84.7518,$85.267,$84.3654
06/24/2021,$84.6874,5977556,$84.1077,$85.0094,$83.2061
06/23/2021,$83.3993,5459693,$83.8501,$84.945,$83.3349
06/22/2021,$83.9145,4783573,$84.4942,$84.9772,$83.3349
06/21/2021,$84.945,6744261,$83.0129,$84.945,$82.8197
06/18/2021,$82.3045,10258084,$82.6909,$83.8501,$82.1113
06/17/2021,$83.7213,9626679,$86.3618,$87.0058,$83.1417
06/16/2021,$86.555,8766406,$86.9414,$87.9074,$85.589
06/15/2021,$87.199,4753236,$86.6194,$87.3922,$85.7178
06/14/2021,$86.7482,5678223,$88.7446,$89.0666,$86.3618
06/11/2021,$88.165,5295661,$87.9074,$88.7446,$87.3922
06/10/2021,$87.7786,6229850,$88.9378,$89.3242,$87.521
06/09/2021,$88.4226,6970965,$88.6802,$88.9378,$88.0362
06/08/2021,$89.5174,5515246,$89.9682,$90.0648,$88.3582
06/07/2021,$89.5818,4668638,$90.1614,$90.5801,$89.2598
06/04/2021,$89.9038,8008895,$91.1919,$91.4495,$89.2598
06/03/2021,$90.7411,7895478,$90.097,$92.5443,$89.775
06/02/2021,$90.7411,4992106,$91.3207,$91.3207,$90.2258
06/01/2021,$91.1275,6284615,$91.6427,$92.3511,$90.8055
05/28/2021,$90.5479,9071486,$92.0291,$92.3511,$90.3546
05/27/2021,$92.4155,23073575,$87.5854,$92.7375,$87.521
05/26/2021,$86.2974,7533709,$84.4942,$86.4584,$83.9789
05/25/2021,$84.4942,5916213,$85.0094,$85.589,$84.3654
05/24/2021,$84.8806,4876594,$85.589,$85.7178,$84.4942
05/21/2021,$85.2026,6665009,$84.4298,$85.5246,$84.0433
05/20/2021,$84.1077,5809333,$84.301,$84.422,$83.2061
05/19/2021,$84.301,7427025,$83.0773,$84.3654,$82.3689
05/18/2021,$83.5281,6115793,$84.8806,$85.4602,$83.5281
05/17/2021,$84.6874,9537731,$85.2026,$85.911,$84.4942
05/14/2021,$85.3958,6334675,$84.4942,$85.6534,$83.9152
05/13/2021,$83.5281,8197854,$82.4333,$83.9789,$81.9181
05/12/2021,$82.5621,8856213,$84.2365,$84.5586,$82.2401
05/11/2021,$84.301,8501530,$84.945,$85.589,$83.3349
05/10/2021,$85.9754,8195256,$85.7178,$87.4566,$85.6534
05/07/2021,$85.6534,6735084,$84.7518,$85.911,$84.1721
05/06/2021,$85.0738,7847154,$85.1382,$85.7178,$83.9145
05/05/2021,$85.0738,4431048,$84.7518,$85.589,$84.301
05/04/2021,$84.4942,9692273,$85.911,$86.2008,$84.1721
05/03/2021,$86.6194,7934061,$85.267,$87.1346,$84.8162
04/30/2021,$84.4942,6237443,$84.7518,$85.9754,$84.2365
04/29/2021,$85.0738,6894700,$84.8806,$85.589,$84.2365
04/28/2021,$85.0094,8261924,$85.8466,$85.9754,$84.6874
04/27/2021,$86.877,18721875,$86.9414,$87.199,$83.1417
04/26/2021,$87.3922,11722363,$87.7786,$90.1614,$87.2634
04/23/2021,$87.2634,5895753,$86.9414,$87.6498,$86.0398
04/22/2021,$86.3618,6575970,$85.9754,$88.0684,$85.5246
04/21/2021,$85.9754,6201010,$83.2705,$86.1686,$82.2401
04/20/2021,$84.1077,7682091,$86.3618,$86.3618,$83.0773
04/19/2021,$86.6838,5609470,$85.7822,$86.7482,$84.8162
04/16/2021,$86.233,6253055,$87.7786,$88.1006,$85.9754
04/15/2021,$87.2634,6360223,$88.4226,$88.5514,$86.555
04/14/2021,$88.1006,8079874,$86.4906,$88.809,$86.4262
04/13/2021,$86.555,6402981,$87.0058,$87.199,$85.3958
04/12/2021,$87.521,5259619,$87.6498,$88.1006,$86.7482
04/09/2021,$87.5854,7905746,$86.9414,$89.0666,$86.4262
04/08/2021,$86.6194,6864873,$85.3958,$86.9414,$84.301
04/07/2021,$86.233,5220678,$86.2974,$87.1346,$85.3958
04/06/2021,$86.2974,5006528,$86.6838,$86.9414,$86.1042
04/05/2021,$86.6838,6342365,$86.7482,$87.36,$86.1042
04/01/2021,$85.5246,7397978,$85.2026,$86.0398,$84.6874
03/31/2021,$84.5586,7823255,$86.1686,$86.4584,$84.5586
03/30/2021,$85.6534,6615631,$83.5925,$86.0398,$83.0773
03/29/2021,$83.3993,6720366,$83.2061,$84.0433,$82.3045
03/26/2021,$83.6569,7565583,$83.3993,$84.5586,$81.8537
03/25/2021,$82.7553,9173993,$79.8573,$83.2705,$78.7625
03/24/2021,$80.5013,7759188,$82.1757,$83.8501,$80.5013
03/23/2021,$81.5317,8206894,$83.4637,$84.8806,$80.8233
03/22/2021,$84.5586,6598634,$84.7518,$85.267,$83.2705
03/19/2021,$85.1382,8559004,$85.0094,$85.9754,$83.5925
03/18/2021,$85.3314,7970138,$87.521,$88.165,$84.9617
03/17/2021,$87.6498,9903389,$85.0094,$87.6498,$84.5264
03/16/2021,$84.6874,9307029,$85.8466,$85.9754,$84.1721
03/15/2021,$85.9754,13954413,$82.0469,$86.0398,$81.9503
03/12/2021,$81.0165,16818988,$78.8269,$81.2586,$78.7625
03/11/2021,$79.0201,38225663,$81.7249,$82.8197,$76.9592
03/10/2021,$85.3314,27528800,$87.9074,$88.487,$83.2061
03/09/2021,$90.1614,14308463,$90.8055,$92.8341,$89.0666
03/08/2021,$91.2563,17964700,$91.5139,$92.3511,$88.9378
03/05/2021,$87.5854,13121938,$88.8734,$88.9378,$84.623
03/04/2021,$87.3922,20820213,$89.3886,$90.9987,$84.8806
03/03/2021,$86.555,14696538,$84.301,$87.682,$84.0433
03/02/2021,$83.5925,9650679,$84.6874,$85.3314,$83.5281
03/01/2021,$84.4298,9754704,$83.2061,$85.589,$82.3689
02/26/2021,$80.7589,11091225,$81.6605,$82.6909,$79.9217
02/25/2021,$82.1757,11542168,$84.3654,$85.4602,$81.5317
02/24/2021,$84.4942,13348875,$82.4333,$85.9754,$81.4351
02/23/2021,$81.0809,9005313,$81.1453,$81.4673,$78.4405
02/22/2021,$80.5013,12079535,$77.732,$81.7893,$77.4422
02/19/2021,$77.41,7631125,$75.478,$77.4744,$75.2204
02/18/2021,$74.8984,6106824,$76.2508,$76.3796,$74.1256
02/17/2021,$76.3796,5430363,$76.2508,$76.9592,$75.7356
02/16/2021,$77.088,7539000,$76.122,$77.1524,$75.8644
02/12/2021,$75.5424,7304958,$73.4816,$75.6068,$73.2884
02/11/2021,$73.8036,6478650,$73.3528,$73.868,$72.0648
02/10/2021,$73.4172,5694991,$74.6408,$74.6408,$73.2884
02/09/2021,$74.3188,6592281,$74.4476,$74.7052,$73.4816
02/08/2021,$74.7696,5306814,$73.868,$75.0272,$73.4816
02/05/2021,$73.4172,6477298,$74.1256,$74.3832,$72.8698
02/04/2021,$73.7392,8345969,$72.3224,$74.0612,$72.0648
02/03/2021,$72.1292,6776854,$72.3868,$72.7732,$71.2919
02/02/2021,$72.3868,10558231,$70.0683,$73.063,$69.8107
02/01/2021,$69.1667,8335726,$69.9395,$70.8411,$68.5227
01/29/2021,$68.7803,13657350,$70.8411,$72.3797,$68.7159
01/28/2021,$71.4207,11762414,$73.4816,$73.868,$71.2597
01/27/2021,$73.2884,18679988,$71.3563,$74.4476,$68.5227
01/26/2021,$72.7088,26475425,$77.4744,$78.7625,$72.1292
01/25/2021,$70.7767,11502619,$71.7427,$71.8072,$69.3599
01/22/2021,$71.5495,6614930,$70.6479,$72.0004,$70.1971
01/21/2021,$71.2919,8217769,$73.4172,$73.6104,$71.2919
01/20/2021,$73.3528,7376991,$74.0612,$74.0612,$72.7732
01/19/2021,$73.6104,7937426,$73.9324,$75.0272,$73.4172
01/15/2021,$72.9664,9201193,$74.7052,$74.7052,$72.4512
01/14/2021,$75.0916,7401183,$74.7696,$75.5424,$74.5764
01/13/2021,$74.512,6714195,$75.8644,$76.122,$74.19
01/12/2021,$75.8644,11429911,$74.1256,$76.7016,$73.4816
01/11/2021,$73.7392,8424610,$71.5495,$74.2544,$71.2275
01/08/2021,$73.0308,9089961,$72.7088,$73.6748,$71.8716
01/07/2021,$72.58,9411225,$74.4476,$74.512,$72.3868
01/06/2021,$73.1596,16448075,$69.7463,$74.834,$69.7463
01/05/2021,$69.3599,10462538,$67.1703,$70.0683,$67.1059
01/04/2021,$67.4279,9993686,$70.1327,$70.1971,$66.9771
12/31/2020,$69.5531,5962791,$68.5871,$69.7463,$68.1363
12/30/2020,$68.9735,6327625,$68.1363,$69.8429,$67.9431
12/29/2020,$68.0075,6629490,$68.6515,$69.3599,$67.8787
12/28/2020,$68.5227,6724585,$68.9091,$69.4243,$68.1363
12/24/2020,$68.5871,3756208,$69.8751,$69.8751,$68.3939
12/23/2020,$69.9395,7563066,$68.7803,$70.7123,$68.3939
12/22/2020,$68.3295,11140545,$68.9735,$69.2955,$67.5567
12/21/2020,$69.3599,10727340,$67.4279,$70.0039,$66.7195
12/18/2020,$69.6175,14344200,$69.4243,$71.6139,$69.1667
12/17/2020,$70.0683,7805748,$70.4547,$70.7767,$69.5531
12/16/2020,$70.3903,7351979,$71.6783,$71.8072,$70.1971
12/15/2020,$71.5495,10843219,$70.5062,$71.8072,$68.5871
12/14/2020,$69.7463,9914686,$72.58,$73.0952,$69.4887
12/11/2020,$71.8716,11122514,$72.6444,$73.4816,$70.9699
12/10/2020,$72.902,11958954,$71.3563,$73.9324,$71.2275
12/09/2020,$73.3528,15766938,$70.8411,$73.9968,$70.8411
12/08/2020,$70.5835,11672290,$69.6819,$71.0343,$69.4887
12/07/2020,$69.9395,12175496,$70.1327,$71.4851,$69.2955
12/04/2020,$70.0683,16877613,$68.7159,$70.3903,$67.6855
12/03/2020,$68.2651,11431610,$66.9771,$68.9091,$66.9127
12/02/2020,$67.1703,9654444,$64.9162,$67.4923,$64.4654
12/01/2020,$65.367,10863280,$66.5263,$67.4923,$65.1094
11/30/2020,$65.5603,15638013,$66.9127,$66.9127,$64.1434
11/27/2020,$66.9771,6769356,$67.9431,$68.0075,$66.3975
11/25/2020,$67.6211,13734113,$67.8143,$68.0075,$66.5907
11/24/2020,$67.2991,22036100,$68.9735,$69.8751,$66.9771
11/23/2020,$64.8518,13524663,$63.4994,$66.1399,$63.4994
11/20/2020,$62.8554,10016938,$62.0826,$63.3062,$61.7735
11/19/2020,$62.2114,10897189,$61.9538,$62.8232,$61.2454
11/18/2020,$62.6622,18608225,$64.2078,$64.723,$62.63
11/17/2020,$62.3402,11293578,$60.859,$62.6944,$60.0862
11/16/2020,$61.6318,14846500,$61.8894,$62.0826,$60.6658
11/13/2020,$59.571,16269838,$57.0593,$59.571,$56.9949
11/12/2020,$56.4153,9952310,$56.4153,$57.1237,$55.8357
11/11/2020,$57.2525,10929996,$58.6693,$58.7337,$56.8661
11/10/2020,$57.8321,20591700,$56.8339,$58.6049,$56.3509
11/09/2020,$56.1577,24160338,$60.215,$60.6014,$55.4493
11/06/2020,$52.1004,10515686,$51.6496,$52.4224,$51.2632
11/05/2020,$51.4564,10725850,$51.1988,$51.8428,$50.9412
11/04/2020,$50.5548,15865638,$49.5244,$51.6496,$48.494
11/03/2020,$50.5548,12234066,$49.2668,$50.9734,$48.5584
11/02/2020,$48.4296,13609788,$48.3008,$48.816,$47.206
10/30/2020,$47.7856,12810075,$47.2704,$48.5584,$46.9484
10/29/2020,$47.4636,15412250,$49.3312,$49.8464,$47.0772
10/28/2020,$47.7856,31686763,$48.3652,$50.6192,$47.7212
10/27/2020,$45.7247,12271255,$47.6568,$47.6568,$45.6603
10/26/2020,$47.528,13031800,$48.0432,$48.6872,$46.884
10/23/2020,$49.138,16570400,$51.07,$51.714,$48.6872
10/22/2020,$49.7176,11970856,$47.206,$49.9108,$47.1416
10/21/2020,$47.1416,9226389,$46.884,$47.7212,$46.8196
10/20/2020,$47.2704,12302513,$47.3348,$47.7856,$46.8196
10/19/2020,$46.9484,16354638,$47.5924,$48.1076,$46.5619
10/16/2020,$46.9484,21143413,$44.8231,$47.3348,$44.6621
10/15/2020,$44.2435,11156586,$43.1487,$44.3079,$42.5691
10/14/2020,$43.9215,12259529,$43.2775,$44.3723,$43.2775
10/13/2020,$43.2775,9410950,$43.7283,$43.9054,$42.8911
10/12/2020,$43.9859,11129554,$44.5655,$44.5655,$43.4063
10/09/2020,$44.0503,21438438,$45.5315,$45.5315,$43.1487
10/08/2020,$42.8267,12895913,$40.9591,$42.9555,$40.8303
10/07/2020,$40.6371,10410764,$40.0574,$41.2167,$39.993
10/06/2020,$39.7354,21258275,$41.4099,$42.3759,$39.349
10/05/2020,$41.2811,7285448,$41.1523,$41.5387,$40.7015
10/02/2020,$41.1523,11259546,$38.9626,$41.2167,$38.9626
10/01/2020,$40.1862,9896950,$40.3794,$40.5082,$39.349
09/30/2020,$40.1218,12097695,$39.5422,$40.5082,$39.5422
09/29/2020,$39.4134,9258224,$39.993,$40.1218,$39.027
09/28/2020,$39.9286,10411601,$40.1218,$40.6371,$39.7998
09/25/2020,$39.349,9972331,$39.027,$39.7354,$38.7694
09/24/2020,$39.027,11933719,$39.2846,$39.7998,$38.6406
09/23/2020,$39.349,11080594,$40.4438,$41.3455,$39.2846
09/22/2020,$40.2506,17612625,$41.2167,$42.3759,$39.993
09/21/2020,$40.8947,20342450,$42.6979,$42.8267,$40.1218
09/18/2020,$44.3079,18160100,$44.5655,$45.9823,$44.2435
09/17/2020,$45.4027,32630038,$43.8571,$46.2399,$42.9555
09/16/2020,$43.4707,32330900,$39.2846,$43.8571,$38.9626
09/15/2020,$39.2846,10793849,$39.7354,$40.0574,$38.7694
09/14/2020,$39.6066,9250258,$38.5762,$39.671,$38.383
09/11/2020,$38.3186,8989824,$38.8982,$38.9626,$38.1898
09/10/2020,$38.6406,12165605,$39.7354,$39.9286,$38.6406
09/09/2020,$39.671,13630538,$39.9286,$39.9286,$38.7694
09/08/2020,$39.5422,15080750,$40.7015,$40.9591,$39.4778
09/04/2020,$41.3455,11209484,$41.4099,$42.2471,$40.315
09/03/2020,$40.7015,11765615,$41.1523,$42.8267,$40.4438
09/02/2020,$41.4743,10477076,$39.9286,$41.5387,$39.7354
09/01/2020,$39.8642,11662108,$40.3794,$41.2167,$39.6066
08/31/2020,$40.8303,17734125,$41.9251,$43.0843,$40.315
08/28/2020,$42.5691,7395208,$41.9251,$42.6335,$41.6675
08/27/2020,$41.7319,9173490,$41.9895,$42.6979,$41.5387
08/26/2020,$41.7319,7162999,$42.6335,$42.6335,$41.4743
08/25/2020,$42.4403,8681139,$42.8267,$43.1487,$41.7319
08/24/2020,$42.6979,12848175,$40.8947,$42.7623,$40.5727
08/21/2020,$40.6371,7481433,$40.2506,$41.0879,$40.1218
08/20/2020,$40.3794,7970495,$40.7659,$41.0679,$39.993
08/19/2020,$41.0879,6795244,$41.6675,$42.3115,$40.8947
08/18/2020,$41.4743,5335755,$41.7963,$42.3115,$41.2811
08/17/2020,$41.6675,7378679,$42.9555,$43.0843,$41.5387
08/14/2020,$42.8911,6299649,$42.1183,$43.2775,$41.6675
08/13/2020,$42.5047,6678565,$42.4403,$43.5351,$42.4081
08/12/2020,$43.2775,8773309,$44.2435,$44.3079,$42.3759
08/11/2020,$43.3419,11642689,$44.2435,$45.0807,$43.0843
08/10/2020,$42.9555,11793128,$41.4099,$43.1487,$41.0879
08/07/2020,$41.2167,10383109,$40.5082,$41.6031,$40.2506
08/06/2020,$40.7659,8739460,$40.7659,$41.3455,$40.4438
08/05/2020,$41.2167,13326588,$39.7354,$41.2167,$39.5422
08/04/2020,$39.5422,8880220,$39.2846,$39.9286,$39.2846
08/03/2020,$39.349,11221183,$39.5422,$39.8642,$38.7694
07/31/2020,$39.0914,17841463,$40.2506,$40.5082,$38.6406
07/30/2020,$40.315,15940863,$41.8607,$41.9251,$40.315
07/29/2020,$42.4403,18555300,$45.0163,$45.0807,$41.9895
07/28/2020,$44.3723,9504206,$43.1487,$44.8231,$43.0843
07/27/2020,$43.2131,8837998,$44.0503,$44.1147,$43.0843
07/24/2020,$44.1791,8181183,$45.2095,$45.7891,$43.9215
07/23/2020,$45.3383,8578564,$45.4671,$45.8535,$44.8875
07/22/2020,$45.4671,8188533,$45.0163,$45.6603,$44.4367
07/21/2020,$45.3383,8739240,$44.6943,$46.0145,$44.4367
07/20/2020,$44.2435,6133205,$45.1451,$45.4671,$44.1791
07/17/2020,$45.5315,7504669,$45.4671,$46.0467,$44.9519
07/16/2020,$45.4027,6543161,$45.4671,$46.2399,$45.0163
07/15/2020,$45.9823,11228391,$45.6603,$46.4331,$45.2739
07/14/2020,$44.3079,8688651,$42.8911,$44.3723,$42.3115
07/13/2020,$43.1487,8561554,$43.5351,$43.9215,$42.7623
07/10/2020,$43.0843,7927919,$42.1183,$43.2775,$42.0539
