Date,Close/Last,Volume,Open,High,Low
05/29/2020,$2.14,2461524,$2.20,$2.2096,$2.06
05/28/2020,$2.21,5010302,$2.22,$2.35,$2.18
05/27/2020,$2.12,4581867,$2.13,$2.21,$1.99
05/26/2020,$1.95,5653859,$2.17,$2.17,$1.93
05/22/2020,$2.24,3030148,$2.37,$2.38,$2.20
05/21/2020,$2.33,6331443,$2.43,$2.52,$2.15
05/20/2020,$2.53,12852490,$2.45,$2.75,$2.37
05/19/2020,$2.23,5389200,$2.20,$2.415,$2.15
05/18/2020,$2.19,5543800,$2.18,$2.31,$2.06
05/15/2020,$2.08,6998739,$2.27,$2.34,$2.01
05/14/2020,$2.28,21548360,$2.10,$2.58,$1.92
05/13/2020,$1.89,8303685,$1.64,$1.91,$1.60
05/12/2020,$1.60,4215736,$1.61,$1.74,$1.52
05/11/2020,$1.59,9081928,$1.80,$1.87,$1.50
05/08/2020,$1.85,20202630,$1.75,$2.13,$1.56
05/07/2020,$1.54,10412260,$1.35,$1.59,$1.27
05/06/2020,$1.27,4860809,$1.21,$1.28,$1.17
05/05/2020,$1.15,2111424,$1.15,$1.18,$1.10
05/04/2020,$1.12,1039349,$1.10,$1.13,$1.03
05/01/2020,$1.07,2123001,$1.18,$1.20,$1.07
04/30/2020,$1.21,1669721,$1.23,$1.24,$1.15
04/29/2020,$1.21,7766444,$1.26,$1.38,$1.17
04/28/2020,$1.16,1071797,$1.24,$1.25,$1.15
04/27/2020,$1.24,2484916,$1.27,$1.30,$1.15
04/24/2020,$1.25,4469974,$1.17,$1.29,$1.10
04/23/2020,$1.15,4276491,$1.07,$1.20,$1.07
04/22/2020,$1.07,503455,$1.05,$1.08,$1.02
04/21/2020,$1.02,1030186,$1.08,$1.0838,$0.9843
04/20/2020,$1.10,1170190,$1.10,$1.18,$1.10
04/17/2020,$1.14,719976,$1.20,$1.20,$1.11
04/16/2020,$1.17,1027845,$1.20,$1.21,$1.13
04/15/2020,$1.13,2518921,$1.05,$1.25,$1.02
04/14/2020,$1.01,1078038,$0.9839,$1.04,$0.9839
04/13/2020,$1.01,656508,$1.01,$1.02,$0.93
04/09/2020,$1.03,759766,$1.08,$1.09,$0.98
04/08/2020,$1.07,673594,$1.06,$1.09,$1.00
04/07/2020,$1.02,1410397,$1.19,$1.19,$0.99
04/06/2020,$1.095,2570782,$0.95,$1.12,$0.92
04/03/2020,$0.90,1287883,$0.91,$0.9496,$0.85
04/02/2020,$0.78,995841,$0.798,$0.8817,$0.76
04/01/2020,$0.7728,524567,$0.83,$0.8459,$0.76
03/31/2020,$0.833,354546,$0.8295,$0.86,$0.79
03/30/2020,$0.7915,506868,$0.807,$0.8504,$0.78
03/27/2020,$0.7887,364561,$0.80,$0.83,$0.78
03/26/2020,$0.8163,1238020,$0.82,$0.93,$0.76
03/25/2020,$0.7732,719154,$0.75,$0.84,$0.735
03/24/2020,$0.7977,1173796,$0.735,$0.83,$0.735
03/23/2020,$0.6693,565598,$0.714,$0.73,$0.63
03/20/2020,$0.7048,592919,$0.7564,$0.76,$0.69
03/19/2020,$0.7033,840142,$0.70,$0.73,$0.65
03/18/2020,$0.65,1455020,$0.74,$0.74,$0.511
03/17/2020,$0.7476,674725,$0.70,$0.80,$0.6305
03/16/2020,$0.6582,936751,$0.61,$0.70,$0.60
03/13/2020,$0.72,1138317,$0.78,$0.80,$0.65
03/12/2020,$0.728,1826660,$0.75,$0.777,$0.53
03/11/2020,$1.01,1066581,$1.04,$1.08,$0.99
03/10/2020,$1.07,776337,$1.13,$1.14,$1.04
03/09/2020,$1.08,1378524,$1.08,$1.12,$1.02
03/06/2020,$1.27,1437695,$1.29,$1.34,$1.16
03/05/2020,$1.28,2785083,$1.25,$1.33,$1.22
03/04/2020,$1.165,530707,$1.16,$1.17,$1.13
03/03/2020,$1.14,751531,$1.18,$1.19,$1.12
03/02/2020,$1.18,810554,$1.16,$1.21,$1.13
02/28/2020,$1.14,1237304,$1.15,$1.19,$1.12
02/27/2020,$1.23,1555859,$1.20,$1.28,$1.1288
02/26/2020,$1.245,1422282,$1.24,$1.25,$1.18
02/25/2020,$1.26,1376311,$1.35,$1.35,$1.23
02/24/2020,$1.33,1274225,$1.30,$1.37,$1.29
02/21/2020,$1.41,913986,$1.43,$1.44,$1.37
02/20/2020,$1.42,1890043,$1.42,$1.455,$1.37
02/19/2020,$1.50,1148813,$1.55,$1.55,$1.42
02/18/2020,$1.50,2374242,$1.55,$1.56,$1.40
02/14/2020,$1.64,1579070,$1.61,$1.67,$1.56
02/13/2020,$1.61,1839526,$1.60,$1.63,$1.51
02/12/2020,$1.60,6460020,$1.79,$1.86,$1.58
02/11/2020,$1.68,7345828,$1.50,$1.76,$1.49
02/10/2020,$1.48,1425991,$1.48,$1.51,$1.39
02/07/2020,$1.43,1198719,$1.46,$1.46,$1.39
02/06/2020,$1.43,1962096,$1.53,$1.55,$1.42
02/05/2020,$1.48,2968940,$1.40,$1.51,$1.40
02/04/2020,$1.38,862633,$1.36,$1.3899,$1.32
02/03/2020,$1.36,916038,$1.36,$1.42,$1.33
01/31/2020,$1.35,1399985,$1.45,$1.45,$1.35
01/30/2020,$1.43,7720558,$1.58,$1.63,$1.3401
01/29/2020,$1.31,634134,$1.33,$1.35,$1.28
01/28/2020,$1.31,679806,$1.28,$1.32,$1.2647
01/27/2020,$1.24,891264,$1.26,$1.28,$1.20
01/24/2020,$1.26,467955,$1.30,$1.32,$1.25
01/23/2020,$1.26,737469,$1.33,$1.3335,$1.25
01/22/2020,$1.34,865238,$1.43,$1.43,$1.31
01/21/2020,$1.40,1020523,$1.49,$1.49,$1.33
01/17/2020,$1.46,1102441,$1.45,$1.49,$1.43
01/16/2020,$1.43,671669,$1.40,$1.45,$1.36
01/15/2020,$1.40,1247314,$1.50,$1.50,$1.39
01/14/2020,$1.42,1702689,$1.44,$1.51,$1.4075
01/13/2020,$1.36,637439,$1.45,$1.45,$1.31
01/10/2020,$1.41,1362761,$1.33,$1.45,$1.29
01/09/2020,$1.33,794962,$1.37,$1.41,$1.29
01/08/2020,$1.37,1794347,$1.54,$1.54,$1.29
01/07/2020,$1.49,3375066,$1.39,$1.50,$1.33
01/06/2020,$1.30,995927,$1.23,$1.30,$1.20
01/03/2020,$1.18,467212,$1.22,$1.22,$1.14
01/02/2020,$1.22,915741,$1.14,$1.23,$1.13
12/31/2019,$1.12,623785,$1.14,$1.15,$1.11
12/30/2019,$1.14,1048286,$1.22,$1.23,$1.11
12/27/2019,$1.22,907090,$1.29,$1.30,$1.21
12/26/2019,$1.30,581031,$1.34,$1.34,$1.28
12/24/2019,$1.31,332603,$1.31,$1.33,$1.31
12/23/2019,$1.33,546970,$1.35,$1.35,$1.31
12/20/2019,$1.33,297089,$1.33,$1.34,$1.31
12/19/2019,$1.32,320782,$1.35,$1.37,$1.32
12/18/2019,$1.33,511218,$1.31,$1.35,$1.29
12/17/2019,$1.30,398314,$1.30,$1.32,$1.29
12/16/2019,$1.33,886981,$1.33,$1.38,$1.30
12/13/2019,$1.34,303889,$1.33,$1.35,$1.305
12/12/2019,$1.32,296305,$1.37,$1.37,$1.29
12/11/2019,$1.32,710265,$1.30,$1.37,$1.29
12/10/2019,$1.30,334801,$1.29,$1.32,$1.29
12/09/2019,$1.29,229341,$1.32,$1.32,$1.29
12/06/2019,$1.32,305131,$1.30,$1.32,$1.29
12/05/2019,$1.32,232892,$1.31,$1.33,$1.30
12/04/2019,$1.29,580259,$1.34,$1.34,$1.28
12/03/2019,$1.32,413524,$1.32,$1.32,$1.28
12/02/2019,$1.30,464763,$1.34,$1.3603,$1.30
11/29/2019,$1.39,289422,$1.35,$1.405,$1.30
11/27/2019,$1.35,1055025,$1.36,$1.38,$1.28
11/26/2019,$1.33,653002,$1.44,$1.44,$1.31
11/25/2019,$1.35,1072902,$1.51,$1.55,$1.35
11/22/2019,$1.49,896334,$1.39,$1.52,$1.35
11/21/2019,$1.42,409695,$1.42,$1.45,$1.39
11/20/2019,$1.43,316646,$1.45,$1.46,$1.41
11/19/2019,$1.44,366528,$1.46,$1.495,$1.44
11/18/2019,$1.46,441688,$1.55,$1.55,$1.45
11/15/2019,$1.51,496785,$1.57,$1.57,$1.49
11/14/2019,$1.59,903627,$1.51,$1.62,$1.50
11/13/2019,$1.51,256134,$1.51,$1.5324,$1.50
11/12/2019,$1.52,202222,$1.50,$1.55,$1.50
11/11/2019,$1.53,306431,$1.55,$1.55,$1.48
11/08/2019,$1.52,264442,$1.52,$1.54,$1.50
11/07/2019,$1.50,495941,$1.57,$1.57,$1.50
11/06/2019,$1.57,346584,$1.59,$1.595,$1.54
11/05/2019,$1.60,644067,$1.66,$1.66,$1.57
11/04/2019,$1.66,810356,$1.57,$1.67,$1.55
11/01/2019,$1.57,509944,$1.55,$1.59,$1.53
10/31/2019,$1.56,322939,$1.63,$1.63,$1.52
10/30/2019,$1.59,1196775,$1.61,$1.665,$1.52
10/29/2019,$1.61,687602,$1.68,$1.6856,$1.60
10/28/2019,$1.70,1553868,$1.80,$1.81,$1.66
10/25/2019,$1.68,1701128,$1.61,$1.7351,$1.5804
10/24/2019,$1.57,219845,$1.58,$1.6188,$1.5575
10/23/2019,$1.57,1190870,$1.57,$1.65,$1.50
10/22/2019,$1.66,426734,$1.70,$1.707,$1.5816
10/21/2019,$1.70,384426,$1.73,$1.74,$1.67
10/18/2019,$1.71,178539,$1.74,$1.75,$1.70
10/17/2019,$1.72,271327,$1.70,$1.78,$1.70
10/16/2019,$1.70,356717,$1.76,$1.76,$1.70
10/15/2019,$1.78,409259,$1.78,$1.83,$1.74
10/14/2019,$1.79,398772,$1.77,$1.82,$1.76
10/11/2019,$1.80,324990,$1.77,$1.82,$1.7435
10/10/2019,$1.78,357354,$1.80,$1.844,$1.76
10/09/2019,$1.81,1637878,$1.69,$1.94,$1.68
10/08/2019,$1.69,280242,$1.69,$1.73,$1.65
10/07/2019,$1.72,385957,$1.70,$1.755,$1.6413
10/04/2019,$1.68,277438,$1.66,$1.70,$1.63
10/03/2019,$1.64,295373,$1.69,$1.7168,$1.64
10/02/2019,$1.68,348974,$1.73,$1.73,$1.62
10/01/2019,$1.73,610999,$1.84,$1.84,$1.60
09/30/2019,$1.78,524530,$1.72,$1.845,$1.72
09/27/2019,$1.72,666575,$1.85,$1.88,$1.70
09/26/2019,$1.85,739214,$1.88,$1.88,$1.80
09/25/2019,$1.885,483146,$1.89,$1.90,$1.8317
09/24/2019,$1.91,929448,$2.01,$2.02,$1.86
09/23/2019,$2.01,839143,$2.04,$2.04,$1.92
09/20/2019,$2.06,708217,$1.96,$2.06,$1.96
09/19/2019,$1.99,865496,$2.03,$2.06,$1.87
09/18/2019,$2.09,1140242,$2.21,$2.24,$2.04
09/17/2019,$2.19,1024979,$2.11,$2.20,$2.07
09/16/2019,$2.12,787951,$2.09,$2.15,$2.07
09/13/2019,$2.12,1317525,$2.05,$2.15,$2.05
09/12/2019,$2.05,571284,$2.07,$2.07,$2.00
09/11/2019,$2.01,741732,$1.99,$2.07,$1.96
09/10/2019,$2.00,471961,$2.06,$2.07,$1.98
09/09/2019,$2.03,880691,$2.15,$2.16,$1.975
09/06/2019,$2.04,818795,$2.11,$2.18,$2.04
09/05/2019,$2.07,721815,$2.10,$2.1391,$2.03
09/04/2019,$2.10,1395995,$1.97,$2.14,$1.92
09/03/2019,$1.92,1051790,$1.92,$1.99,$1.845
08/30/2019,$1.84,437539,$1.95,$1.95,$1.84
08/29/2019,$1.88,354012,$1.88,$1.91,$1.86
08/28/2019,$1.90,439426,$1.94,$1.95,$1.84
08/27/2019,$1.90,368742,$1.92,$1.99,$1.90
08/26/2019,$1.92,375411,$2.00,$2.02,$1.87
08/23/2019,$1.97,755611,$2.00,$2.04,$1.89
08/22/2019,$1.94,664586,$1.89,$2.00,$1.86
08/21/2019,$1.89,453096,$1.86,$1.94,$1.84
08/20/2019,$1.91,498344,$1.88,$1.93,$1.83
08/19/2019,$1.88,680484,$1.94,$1.95,$1.86
08/16/2019,$1.85,581637,$1.81,$1.88,$1.76
08/15/2019,$1.81,679443,$1.87,$1.87,$1.80
08/14/2019,$1.82,1061499,$1.95,$1.95,$1.82
08/13/2019,$1.98,1311491,$2.12,$2.12,$1.91
08/12/2019,$2.08,577502,$2.20,$2.20,$2.05
08/09/2019,$2.18,802720,$2.13,$2.20,$2.07
08/08/2019,$2.07,551211,$2.19,$2.22,$2.06
08/07/2019,$2.12,986520,$2.11,$2.20,$2.00
08/06/2019,$2.08,1250281,$2.27,$2.30,$1.97
08/05/2019,$2.24,2770337,$2.40,$2.47,$2.21
08/02/2019,$2.21,1423634,$2.16,$2.33,$2.13
08/01/2019,$2.13,897484,$2.18,$2.19,$1.95
07/31/2019,$2.20,2499745,$1.94,$2.23,$1.931
07/30/2019,$1.91,819952,$1.95,$1.97,$1.8693
07/29/2019,$1.94,671015,$1.97,$1.99,$1.83
07/26/2019,$1.97,519342,$2.02,$2.05,$1.93
07/25/2019,$2.01,585082,$1.99,$2.03,$1.925
07/24/2019,$1.97,608120,$2.04,$2.0484,$1.92
07/23/2019,$2.02,936373,$1.95,$2.07,$1.85
07/22/2019,$1.95,1489786,$1.94,$1.98,$1.82
07/19/2019,$1.98,1676378,$2.05,$2.10,$1.87
07/18/2019,$2.05,2142350,$2.02,$2.195,$2.02
07/17/2019,$2.00,1991218,$2.06,$2.18,$2.00
07/16/2019,$2.08,1193552,$2.15,$2.25,$2.055
07/15/2019,$2.20,1423861,$2.05,$2.23,$2.04
07/12/2019,$2.26,3196103,$2.44,$2.45,$2.01
07/11/2019,$2.35,2034458,$2.50,$2.52,$2.32
07/10/2019,$2.55,1736549,$2.66,$2.719,$2.51
07/09/2019,$2.63,2032519,$2.78,$2.82,$2.57
07/08/2019,$2.78,2116566,$2.89,$2.90,$2.72
07/05/2019,$2.80,884671,$2.71,$2.8398,$2.71
07/03/2019,$2.78,1819392,$2.88,$2.9156,$2.71
07/02/2019,$2.79,2691367,$2.69,$2.9549,$2.51
07/01/2019,$2.71,2812711,$2.90,$2.90,$2.70
06/28/2019,$3.14,2929108,$3.25,$3.27,$3.08
06/27/2019,$3.07,5599799,$3.26,$3.31,$2.85
06/26/2019,$3.79,10632910,$3.66,$3.95,$3.51
06/25/2019,$3.30,6549004,$3.50,$3.56,$3.22
06/24/2019,$3.04,7001980,$2.87,$3.29,$2.80
06/21/2019,$2.75,1774161,$2.74,$2.7589,$2.56
06/20/2019,$2.60,1682043,$2.62,$2.65,$2.46
06/19/2019,$2.62,627963,$2.67,$2.7405,$2.53
06/18/2019,$2.69,1010969,$2.81,$2.82,$2.64
06/17/2019,$2.81,2682116,$3.02,$3.05,$2.73
06/14/2019,$2.73,2087519,$2.59,$2.79,$2.59
06/13/2019,$2.59,1059333,$2.49,$2.6471,$2.44
06/12/2019,$2.50,573538,$2.51,$2.64,$2.4101
06/11/2019,$2.44,464644,$2.53,$2.58,$2.44
06/10/2019,$2.51,971084,$2.69,$2.7499,$2.42
06/07/2019,$2.70,934418,$2.55,$2.7562,$2.50
06/06/2019,$2.53,1139550,$2.90,$2.99,$2.50
06/05/2019,$2.91,929344,$3.19,$3.20,$2.75
06/04/2019,$3.16,492074,$3.09,$3.23,$3.08
06/03/2019,$3.16,516378,$3.17,$3.26,$3.07
05/31/2019,$3.24,678965,$3.15,$3.3599,$3.06
05/30/2019,$3.17,1133983,$3.35,$3.40,$3.10
05/29/2019,$3.45,1223791,$3.42,$3.49,$3.19
05/28/2019,$3.49,1703048,$3.92,$4.0302,$3.41
05/24/2019,$3.86,970528,$3.92,$3.94,$3.65
05/23/2019,$3.79,863009,$3.85,$3.93,$3.671
05/22/2019,$4.05,787341,$4.10,$4.17,$3.93
05/21/2019,$4.10,785838,$4.16,$4.24,$4.061
05/20/2019,$4.16,936165,$4.25,$4.30,$4.04
05/17/2019,$4.07,1478430,$3.97,$4.20,$3.90
05/16/2019,$4.31,1163556,$4.25,$4.57,$4.17
05/15/2019,$4.51,1421826,$4.30,$4.55,$4.17
05/14/2019,$4.23,3232734,$4.65,$4.85,$4.03
05/13/2019,$4.45,6235744,$4.45,$4.88,$4.26
05/10/2019,$4.04,2195340,$3.66,$4.40,$3.54
05/09/2019,$3.63,2120068,$4.10,$4.1234,$3.55
05/08/2019,$4.09,891303,$4.22,$4.2956,$4.03
05/07/2019,$4.19,1592200,$4.73,$4.7975,$4.18
05/06/2019,$4.61,916857,$4.50,$4.66,$4.30
05/03/2019,$4.67,1915871,$4.73,$5.04,$4.61
05/02/2019,$4.44,1516305,$4.82,$4.85,$4.20
05/01/2019,$4.71,1624055,$5.36,$5.45,$4.60
04/30/2019,$5.27,947256,$5.33,$5.53,$5.20
04/29/2019,$5.18,792830,$5.23,$5.35,$5.02
04/26/2019,$5.23,1722642,$5.60,$5.7499,$5.15
04/25/2019,$5.89,1093827,$5.75,$5.93,$5.65
04/24/2019,$5.80,1766447,$5.75,$5.95,$5.56
04/23/2019,$6.02,3201154,$5.80,$6.14,$5.6503
04/22/2019,$5.52,1817026,$5.30,$5.67,$5.0988
04/18/2019,$5.40,1841394,$5.00,$5.41,$4.93
04/17/2019,$4.90,2998853,$4.93,$5.42,$4.82
04/16/2019,$4.93,1713147,$4.76,$4.95,$4.55
04/15/2019,$4.71,1832880,$4.65,$4.941,$4.56
04/12/2019,$4.61,785221,$4.65,$4.84,$4.56
04/11/2019,$4.58,1184475,$4.54,$4.67,$4.36
04/10/2019,$4.89,2234755,$4.63,$4.95,$4.4599
04/09/2019,$4.43,767650,$4.58,$4.64,$4.36
04/08/2019,$4.60,2276196,$4.66,$4.89,$4.54
04/05/2019,$4.46,3071470,$4.50,$4.75,$4.36
04/04/2019,$4.20,2523191,$4.60,$4.78,$4.14
04/03/2019,$4.86,6856290,$4.65,$5.14,$4.51
04/02/2019,$4.34,10736770,$4.66,$5.15,$4.06
04/01/2019,$3.54,1430232,$3.37,$3.77,$3.3618
03/29/2019,$3.27,993369,$3.24,$3.43,$3.2036
03/28/2019,$3.14,295526,$3.14,$3.19,$3.0634
03/27/2019,$3.16,956444,$3.22,$3.24,$3.01
03/26/2019,$3.13,510006,$3.24,$3.35,$3.01
03/25/2019,$3.12,1197605,$3.41,$3.4114,$3.00
03/22/2019,$3.45,879199,$3.66,$3.71,$3.40
03/21/2019,$3.70,1572782,$4.00,$4.14,$3.55
03/20/2019,$3.96,1274859,$4.08,$4.2329,$3.86
03/19/2019,$3.99,985583,$3.96,$4.10,$3.76
03/18/2019,$3.88,2975481,$4.10,$4.34,$3.75
03/15/2019,$3.73,1376070,$3.42,$3.75,$3.38
03/14/2019,$3.40,555262,$3.30,$3.43,$3.25
03/13/2019,$3.34,484698,$3.30,$3.41,$3.20
03/12/2019,$3.35,871137,$3.65,$3.65,$3.1921
03/11/2019,$3.55,709078,$3.61,$3.72,$3.50
03/08/2019,$3.69,1819352,$3.49,$3.69,$3.46
03/07/2019,$3.49,1084507,$3.23,$3.62,$3.11
03/06/2019,$3.23,592816,$3.35,$3.4299,$3.22
03/05/2019,$3.39,1456933,$3.32,$3.4409,$3.16
03/04/2019,$3.00,1139362,$3.17,$3.24,$2.85
03/01/2019,$3.26,1026536,$3.20,$3.48,$3.17
02/28/2019,$3.20,1037527,$3.25,$3.44,$3.04
02/27/2019,$3.21,1674159,$3.65,$3.65,$3.00
02/26/2019,$3.60,854429,$3.59,$3.74,$3.56
02/25/2019,$3.59,2543383,$3.75,$3.94,$3.55
02/22/2019,$3.95,4089558,$3.75,$4.04,$3.60
02/21/2019,$3.52,3349216,$3.75,$3.90,$3.39
02/20/2019,$3.74,12538450,$3.35,$4.07,$3.23
02/19/2019,$3.33,20096970,$2.94,$4.24,$2.90
02/15/2019,$2.47,1009591,$2.33,$2.48,$2.2601
02/14/2019,$2.26,1289440,$2.11,$2.40,$2.0801
02/13/2019,$2.11,462747,$2.15,$2.2181,$2.06
02/12/2019,$2.21,330153,$2.19,$2.21,$2.08
02/11/2019,$2.12,1067624,$2.37,$2.37,$1.99
02/08/2019,$2.37,3483072,$1.91,$2.45,$1.90
02/07/2019,$1.9099,213701,$1.91,$2.0001,$1.87
02/06/2019,$1.89,228733,$2.01,$2.01,$1.83
02/05/2019,$1.95,431138,$2.03,$2.0501,$1.92
02/04/2019,$1.92,781776,$1.82,$2.10,$1.8044
02/01/2019,$1.81,180543,$1.83,$1.90,$1.76
01/31/2019,$1.85,308910,$1.82,$1.93,$1.81
01/30/2019,$1.84,322821,$1.80,$1.9201,$1.7901
01/29/2019,$1.79,303684,$1.68,$1.86,$1.6711
01/28/2019,$1.70,217201,$1.74,$1.75,$1.65
01/25/2019,$1.76,395900,$1.87,$1.94,$1.68
01/24/2019,$1.89,872213,$1.82,$2.01,$1.80
01/23/2019,$1.82,878776,$1.60,$1.97,$1.5932
01/22/2019,$1.57,263957,$1.66,$1.6668,$1.55
01/18/2019,$1.63,435059,$1.60,$1.69,$1.54
01/17/2019,$1.55,150411,$1.61,$1.63,$1.55
01/16/2019,$1.60,144661,$1.63,$1.65,$1.60
01/15/2019,$1.62,281728,$1.63,$1.66,$1.60
01/14/2019,$1.62,212135,$1.60,$1.65,$1.58
01/11/2019,$1.62,177128,$1.65,$1.68,$1.60
01/10/2019,$1.63,382677,$1.68,$1.70,$1.60
01/09/2019,$1.73,263520,$1.71,$1.79,$1.67
01/08/2019,$1.70,587561,$1.67,$1.8174,$1.631
01/07/2019,$1.63,561652,$1.68,$1.75,$1.51
01/04/2019,$1.65,296000,$1.61,$1.67,$1.56
01/03/2019,$1.54,455317,$1.73,$1.75,$1.52
01/02/2019,$1.71,576011,$1.51,$1.75,$1.50
12/31/2018,$1.51,536697,$1.58,$1.60,$1.45
12/28/2018,$1.57,712685,$1.68,$1.68,$1.515
12/27/2018,$1.64,1094725,$1.40,$1.65,$1.40
12/26/2018,$1.49,942175,$1.46,$1.50,$1.2901
12/24/2018,$1.44,494436,$1.52,$1.60,$1.3932
12/21/2018,$1.50,940964,$1.64,$1.74,$1.41
12/20/2018,$1.71,1195247,$2.00,$2.03,$1.6612
12/19/2018,$1.89,5307647,$2.07,$2.28,$1.77
12/18/2018,$1.77,1325328,$1.94,$2.03,$1.70
12/17/2018,$1.79,1408867,$1.41,$1.85,$1.41
